hash,message,parents,is_merge,modified_files
8458cc5cd10bac1dabea3dae86424bce46926a49,"Remove deprecation warnings for add_etags & mimetype guessing for send_file()

Fix #1849",['3d72099dcd8dfdf127c23e7104c19bd70ea18f82'],False,"['AUTHORS', 'CHANGES', 'flask/helpers.py', 'tests/test_helpers.py']"
fe5f714026b68b1416c3d3985bce5063901c320f,fixed unmatched elif (#1872),['f034d2e271403c7b3b8a1c2728b2320ed157a037'],False,"['flask/cli.py', 'tests/test_cli.py']"
41e08f4ccd0f41896200cbf5c5f5d6f3df3df713,"fixed unmatched elif

Also update relevant test",['f91aea2aa0c83964cebdd71350318932baffe700'],False,"['flask/cli.py', 'tests/test_cli.py']"
e048aa4e19d689104733783a19560a6a485a473c,"Add negative test for json.jsonify (#1876)

Test if jsonify function raises TypeError when both args and kwargs are
passed in.
Check the TypeError's message",['225c311f1b8c15808031a8e5ec941da5c5c36275'],False,['tests/test_basic.py']
19dcdf4e70e3c57ef647c16c63f6633241c0c946,"enumerates the states in which code is executed...

... and fixes an awkward phrasing.",['bbd6c8c791ffa0f9f30f31d17e47e8fe8e587526'],False,['docs/appcontext.rst']
9c236d3b84332aef0c834266a0e3d2171fe5a7bd,"Mention the template name conflict issue in blueprint templates docs (#1843)

* Mention the template name conflict issue in docs.
In the blueprints templates documentation mention
the possible templates name conflict issue
re #266

* Mention priorities between blueprints
and other rephrasing fixes",['bbd6c8c791ffa0f9f30f31d17e47e8fe8e587526'],False,['docs/blueprints.rst']
af515cc7ea561292b07195c6a93662b7ca189e21,"Add last_modified arg for send_file

Enhancement: Add last_modified arg of type DateTime to send_file.

Fixes pallets/flask#1321",['64a37bb9b758630c0f2c649d82e10e849c095d48'],False,"['flask/helpers.py', 'tests/test_helpers.py']"
f6b5b571dce6d8ed1632622f1cdea3acd2fd1a57,"Fix several typos in python3.rst

- complicated -> complicates, since the effect continues into the
  future. See #1891

- effect -> affect

- Rewrap paragraph",['3384813151e18ea7903a31f22bff1ea65dcb6bee'],False,['docs/python3.rst']
5aa70b5a56f10b6077885c45697ee29e98bd345e,"Updating url in errorhandling.rst to a valid link

Was originally set to github.com/getsentry/sentry, which was a relative link to a page that doesn't exist. I prepended https:// to fix this problem.",['f6b5b571dce6d8ed1632622f1cdea3acd2fd1a57'],False,['docs/errorhandling.rst']
6a3a209f41c4dc561ca2d96765cdcf0edda97425,"Merge pull request #1892 from avborhanian/patch-1

Updating url in errorhandling.rst to a valid link","['f6b5b571dce6d8ed1632622f1cdea3acd2fd1a57', '5aa70b5a56f10b6077885c45697ee29e98bd345e']",True,[]
6e46d0cd3969f6c13ff61c95c81a975192232fed,"Fix PyPy3 support and add bug references

Fix #1841",['724f04d30597a6d0144958e86f20e816b0d9b1f1'],False,"['CHANGES', 'flask/_compat.py']"
0514ba2de1751de1b0c9a223c96f6a7145714e6a,"Enable template auto-reloading in app.run()

When Flask app debugging is enabled (app.debug==True), and Jinja2
template auto-reloading is not explicitly disbaled, template
auto-reloading should be enabled.

If the app is instantiated, the jinja_env object is accessed (thereby
initialising the Jinja2 environment) and the server is then started with
app.run(debug=True), template auto-reloading is *not* enabled.

This is because reading the jinja_env object causes the environment
initialisation function to set auto_reload to app.debug (which isn't yet
True). Calling app.run(debug=True) should correct this in order to
remain consistent with Flask code reloading (which is enabled within
app.run() if debug == True).",['433c5614946bb872b1fa4b70d6c671088066fd35'],False,['flask/app.py']
5c12721730d18e2eddfe083cf1f6398af8915643,"Revert ""Addressing Issue 1809""",['433c5614946bb872b1fa4b70d6c671088066fd35'],False,['flask/app.py']
c80ea941d06b0899b8ecdce6179e5b5259e1c5ac,"Merge pull request #1912 from pallets/revert-1811-iss1809_register_blueprint_docs

Revert ""Addressing Issue 1809""","['433c5614946bb872b1fa4b70d6c671088066fd35', '5c12721730d18e2eddfe083cf1f6398af8915643']",True,[]
24289e97af233f11d9c145f80604b2ee416254a1,Add test for new template auto reload debug behaviour,['0514ba2de1751de1b0c9a223c96f6a7145714e6a'],False,['tests/test_templating.py']
b8aca21a392c367522eedb93f248f68005c84908,Fix #1911 (#1913),['c0087204e5b83ad4e3983d07b66d17acdde0b9de'],False,['flask/json.py']
9f2b3d815ec39279bfb838221580a36378a0de20,"Demonstrate how to add multiple urls to the same function endpoint #981 (#1900)

* Demonstrate how to add multiple urls to the same function endpoint

* Removed text as per untitaker, fixed spacing to be pep-8 compliant",['b8aca21a392c367522eedb93f248f68005c84908'],False,['docs/patterns/lazyloading.rst']
1ffd07ff5a0cd87020d7c527a4c83050f6ae9c14,"Fix small typo in python3 docs

Add missing 'be'",['6e46d0cd3969f6c13ff61c95c81a975192232fed'],False,['docs/python3.rst']
0e4607000d1e4a33a06c98578ec06226a43cdc56,"re-add passthrough_errors to cli runner (#1928)

This got dropped during the cli simplification.  Re: #1679",['cd1a9b7d545a9566b6d8ab861572f2e80c67916e'],False,['flask/cli.py']
b8e826c16bbbada9128b70357c218ef79425499d,"Added tests, fixed some minor alignment problems.",['16471795117bb2d200888e49af5b621377bc1436'],False,"['flask/cli.py', 'tests/test_apps/cliapp/routesapp.py', 'tests/test_cli.py']"
1b764cff93696a75c6248b6f956426cbefa097bc,Added runner fixture,['b8e826c16bbbada9128b70357c218ef79425499d'],False,['tests/test_cli.py']
1928f28a6863a8bac27705950ce1327d661f4d2d,"clean up code formatting in some docs
fix warnings while building docs",['0e4607000d1e4a33a06c98578ec06226a43cdc56'],False,"['docs/appcontext.rst', 'docs/cli.rst', 'docs/conf.py', 'docs/installation.rst', 'docs/patterns/distribute.rst', 'docs/quickstart.rst', 'docs/upgrading.rst', 'flask/cli.py']"
67e391921c50f02190be8407d4a02efe8d2d28f6,"fix docs: name of url_value_preprocessor method (#1932)

This typo got introduced in 5da1fc22153032923b1560a34a0f346d6517a12d,
the original commit for the url_value_preprocessor decorator.",['1928f28a6863a8bac27705950ce1327d661f4d2d'],False,['flask/app.py']
0c459762ea15960886fd0c2960382212c280eee3,clarify blueprint 404 error handling in docs,['67e391921c50f02190be8407d4a02efe8d2d28f6'],False,['docs/blueprints.rst']
17d4cb3828b9520be6c4e64e6b7548a561aa6e7a,"Address #1902: Converts example/flaskr to have a setup.py (#1945)

* Converts example/flaskr to have a setup.py

Makes the flaskr app easier to run, ex. workflow:
- pip install --editable .
- export FLASK_APP=flaskr.flaskr
- flask initdb
- flask run

Testing is also easier now:
- python setup.py test

* Fixed an import error in flaskr/tests

- the statement `import flaskr` caused errors in python3
- `from . import flaskr` fixes the issue in 2.7.11 and 3.5.1

* Better project structure and updates the docs

- Re-factors *flaskr*'s project structure a bit
- Updates docs to make sense with the new structure
  - Adds a new step about installing Flask apps with setuptools
  - Switches first-person style writing to second-person (reads better IMO)
  - Adds segments in *testing.rst* for running tests with setuptools

* Remove __init__.py from tests

- py.test recommends not using __init__.py

* Fix testing import errors",['1ffd07ff5a0cd87020d7c527a4c83050f6ae9c14'],False,"['docs/tutorial/css.rst', 'docs/tutorial/dbcon.rst', 'docs/tutorial/dbinit.rst', 'docs/tutorial/folders.rst', 'docs/tutorial/index.rst', 'docs/tutorial/introduction.rst', 'docs/tutorial/schema.rst', 'docs/tutorial/setup.rst', 'docs/tutorial/setuptools.rst', 'docs/tutorial/templates.rst', 'docs/tutorial/testing.rst', 'docs/tutorial/views.rst', 'examples/flaskr/.gitignore', 'examples/flaskr/MANIFEST.in', 'examples/flaskr/README', 'examples/flaskr/flaskr/__init__.py', 'examples/flaskr/flaskr/flaskr.py', 'examples/flaskr/flaskr/schema.sql', 'examples/flaskr/flaskr/static/style.css', 'examples/flaskr/flaskr/templates/layout.html', 'examples/flaskr/flaskr/templates/login.html', 'examples/flaskr/flaskr/templates/show_entries.html', 'examples/flaskr/setup.cfg', 'examples/flaskr/setup.py', 'examples/flaskr/tests/context.py', 'examples/flaskr/tests/test_flaskr.py']"
136a833a8d65f2b89c277d9b909fef5f8a4628de,Bugfix: EnvironBuilder doesn't take `json`,['5c4fa7e91cca82f769c11b098114aa6d3322599b'],False,['flask/testing.py']
5044f3d6101e5915963a497779b6ad1166a7a388,"Update testing.rst (#1987)

Python 3.4.2
TypeError: Type str doesn't support the buffer API",['0f1cf50f97a617114078be3dbae3152339ff13ad'],False,['docs/testing.rst']
5f009374fd28aba381f375391b70ac131926bd9d,"Update minitwit & improve testing for examples (#1954)

* Update minitwit & improve testing for examples

* Related to #1945
* Re-works minitwit to be installed and run as:

    pip install --editable .
    export FLASK_APP=minitwit.minitwit
    export FLASK_DEBUG=1
    flask initdb
    flask run

* added flaskr and minitwit to norecursedirs
  * tests not properly run when using pytest standards
  * see: http://stackoverflow.com/questions/38313171/configuring-pytest-with-installable-examples-in-a-project
* Both flaskr and minitwit now follow pytest standards.
* Tests can for them as `py.test` or `python setup.py test`

* Update minitwit readme

* updates the instructions for running

* Fixes for updating the minitwit example

- This reverts the changes to the *docs/* (I will file separate PR).
- Running the app is now: `export FLASK_APP=minitwit` & `flask run`
  (After installing the app)

* Remove unnecessary comma from flaskr/setup.py",['1e5746bb2b0ca82d2bd77edf1f153fdcca70503f'],False,"['examples/flaskr/tests/test_flaskr.py', 'examples/minitwit/.gitignore', 'examples/minitwit/MANIFEST.in', 'examples/minitwit/README', 'examples/minitwit/minitwit/__init__.py', 'examples/minitwit/minitwit/minitwit.py', 'examples/minitwit/minitwit/schema.sql', 'examples/minitwit/minitwit/static/style.css', 'examples/minitwit/minitwit/templates/layout.html', 'examples/minitwit/minitwit/templates/login.html', 'examples/minitwit/minitwit/templates/register.html', 'examples/minitwit/minitwit/templates/timeline.html', 'examples/minitwit/setup.cfg', 'examples/minitwit/setup.py', 'examples/minitwit/tests/test_minitwit.py', 'setup.cfg']"
71e10be28665eee6a919045f9e5d8773508dc756,"Properly remove f.name usage in send_file (#1988)

* Properly remove f.name usage in send_file

* Update changelogs

* Fix tests",['3313b8b0a4bd60768b047648365bffd952411d17'],False,"['CHANGES', 'docs/upgrading.rst', 'flask/helpers.py', 'tests/test_helpers.py']"
098ea0c8ca3b2f3c6715b1048bec6a42db6298e1,"Only passthrough_errors if PROPAGATE_EXCEPTIONS

See pallets/werkzeug#954",['71e10be28665eee6a919045f9e5d8773508dc756'],False,"['flask/app.py', 'flask/cli.py', 'tests/test_basic.py']"
78a71a48dcb71cb930d747d9facef0dfa5a8f022,"Merge pull request #1996 from untitaker/propagate-exceptions-werkzeug

Only passthrough_errors if PROPAGATE_EXCEPTIONS","['71e10be28665eee6a919045f9e5d8773508dc756', '098ea0c8ca3b2f3c6715b1048bec6a42db6298e1']",True,[]
96b6345c1a187e3ae78e0e4faa4a1afc1a8cc69f,Fix small grammar error (Of/Or) (#2001),['6e6c3a4636387892e3725f1ba13457966c188b87'],False,['docs/errorhandling.rst']
92ce20eeacf5de24803abaf70a3658806fa4d74f,"Fix error in send_file helper (#2003)

* Fix error in send_file (mimetype_filename is not defined)

* fix formatting error message in send_file",['96b6345c1a187e3ae78e0e4faa4a1afc1a8cc69f'],False,"['flask/helpers.py', 'tests/test_helpers.py']"
c4ec6954e57b1ab3cb5a0d178e6030f8bab6c149,"Don't passthrough_errors unless instructed. (#2006)

Fix #2005

Revert #1679 and #1996",['ccd02bfe8c90ee8dbf30cc2be61a7d483ff24cab'],False,"['flask/app.py', 'flask/cli.py', 'tests/test_basic.py']"
9cd32cac32433d7ea03cbd64de6ab5c8ea64a981,"Corrected after response for error handlers

Before this change after request functions were not correctly
invoked for error handlers.",['dbcd64e2ee4c21775a8b06b467e2d2aeae76c9d4'],False,"['CHANGES', 'flask/app.py', 'tests/test_basic.py']"
e6f9d2b41417b442946acfede9200d361ac401cc,"Clean up tutorial docs for installable app pattern with flaskr (#2002)

* Clean up tutorial docs for installable app pattern

- reading sequentially through the tutorial works.
- fixes references to `export FLASK_APP=flaskr.flaskr`

* Fixes titles for each section of flaskr tutorial

* Revert grammar

* Emphasize the Packaging Guide

- adds more general packaging resource
- removes the emphasis put on setuptools

* rephrase and remove note admonitions

- expanded on few points
- removed note blocks, they are unneccessary

* Remove note about reinstalling to update cli

- I had mistakenly thought it was necessary to
  re-install the app to update the cli.
- the `--editable` flag detects the change and
  the cli updates without issue.",['b42e43e3b622af1b8c04a8298e26817343f5e4a1'],False,"['docs/tutorial/css.rst', 'docs/tutorial/dbcon.rst', 'docs/tutorial/index.rst', 'docs/tutorial/packaging.rst', 'docs/tutorial/setup.rst', 'docs/tutorial/templates.rst', 'docs/tutorial/testing.rst', 'docs/tutorial/views.rst']"
c687ffb1921ce755eb32e105c4f689c0cb4afd81,Fixed error in errorhandler doc string. (#2014),['7132feb1a5a8f5d170a5722e78ac29017320caa6'],False,['flask/app.py']
c54c538c1148c07df808acf701776f6db180302f,fixed deprecated syntax in setup.cfg (#2015),['c687ffb1921ce755eb32e105c4f689c0cb4afd81'],False,['setup.cfg']
a30951ec28e23a5d1c9380c4bd5844f2290c1dc8,Do not error for unknown files if send_file sends an actual file,['c54c538c1148c07df808acf701776f6db180302f'],False,"['flask/helpers.py', 'tests/test_helpers.py']"
9e41eca7f839db16cdf064f827fada0cabf6f54f,"Merge pull request #2013 from pallets/bugfix/error-handler-error-handler

Corrected after response for error handlers","['c54c538c1148c07df808acf701776f6db180302f', '9cd32cac32433d7ea03cbd64de6ab5c8ea64a981']",True,[]
59104db2f2f0a507aea2625230e446361e2fc174,"Address #1980 (#2021)

* Distinguish between directories and files

* Convert larger apps to make use of setup.py

- replaces runserver.py with setup.py
- example now runs with recommended structure

* Fixes a typo and formats the added paragraph",['e6f9d2b41417b442946acfede9200d361ac401cc'],False,['docs/patterns/packages.rst']
2b4761599873e08a21d835427269a84def0d4ea6,"Fix typo in docs

Also added one missing comma for readability",['12008c2e63a30c3ec7f00a23cad1251b96876e08'],False,['flask/app.py']
3bd12b38a80362f6656b834ec04c95f1ba4d83e0,"Merge pull request #2022 from pablogamboa/patch-1

Fix typo in docs","['12008c2e63a30c3ec7f00a23cad1251b96876e08', '2b4761599873e08a21d835427269a84def0d4ea6']",True,[]
a40489e0ce89acef2a49b70a571143ef479ca235,"Merge pull request #2019 from pallets/bugfix/sendfile-error

Do not cause errors for unknown files for sendfile","['3bd12b38a80362f6656b834ec04c95f1ba4d83e0', '11f3a3f6ddd5c6bc2b6223eb2ad7cf25e0010132']",True,[]
dcfdfc6476b7cce7c32f48e90e6558cdd2c854fb,"Use abort docs from Werkzeug

Fix #1960",['09fec941f4a1a69d6e1ad793a6a9c0e3df17d8d1'],False,['docs/api.rst']
dbeed240674ed7a7160ae82a603eaa930dd1fd00,Fix typo in MethodView doc (#2028),['dcfdfc6476b7cce7c32f48e90e6558cdd2c854fb'],False,['flask/views.py']
f3d661de6676125bc765e286c5dd89e3e10ad82d,Fix unbound error (#2039),['a6a36ec72a1f65514e137b0f21708e8c61dbe4ba'],False,['flask/app.py']
cd13a5cf6215914ba4c3e0963d2189fe19fed508,Fix #2051: Fix flaskr import in flaskr/__init__.py (#2052),['49ecc88d9949bed6297944cb4a3d115fa9727aab'],False,['examples/flaskr/flaskr/__init__.py']
bd5e297aa9697f42a61682fe56f10eeb650e8540,"Default environ (#2047)

* Add init to FlaskClient

This addresses #1467. The init in the subclass
can now take in `environ_base`, which will then get
passed to `make_test_environ_builder` and to
`EnvironBuilder` via keyword args.

This should provide the default environment capability
on `app.test_client()` init.

* Add kwarg `environ_base` to `make_test_environ_builder` call

This change now passes `environ_base` from either
`kwargs` in `FlaskClient.open` or `FlaskClient.environ_base`
if passed into the init.

* Fix assignment reference typo

* Add default `environ_base` to `FlaskClient.__init__`

* Set default kwargs for `environ_base` in `FlaskClient.open`

* Remove specific environ_base kwarg since its in kwargs

* Add docstring to FlaskClient detailing environ_base

* Document app.test_client default environ in CHANGES

* Re-word environ_base changes in FlaskClient docstring

* Add client.environ_base tests

* Mention preset default environ in `app.test_client`

* Add versionchanged directive to docstring in FlaskClient",['cd13a5cf6215914ba4c3e0963d2189fe19fed508'],False,"['CHANGES', 'flask/testing.py', 'tests/test_testing.py']"
d25c801a3b95551fd03eae82f916f92460cc2b34,"add 'caution' section to docs, workaround for zero-padded file modes (#2057)

Fix #2029",['cdbd63d7de71250e0c84530c47f64bc518930ddb'],False,['CONTRIBUTING.rst']
2cc76628d288bf1d8817e0ae6b812551fc87faf9,Fix grammar in docs,['d25c801a3b95551fd03eae82f916f92460cc2b34'],False,['docs/becomingbig.rst']
fa087c89298e0c91abff45b3ee7033889d2dd5d7,"Fixes import statement in flaskr (#2068)

- `from flaskr.flaskr import app` in flaskr/__init__.py
  causes an import error with Python 2
- The relative import now used works for py2 and py3",['59104db2f2f0a507aea2625230e446361e2fc174'],False,"['docs/tutorial/packaging.rst', 'examples/flaskr/flaskr/__init__.py', 'examples/flaskr/setup.cfg']"
cb30a3b5628616c6d34c210eb429650f09c75334,Update docstring for errorhandler() (#2070),['2b8fef4fe72b5592a844083284c2615ced8a0cb8'],False,['flask/app.py']
bbe58a4944d67087b5cf59b54aa31a8834055187,Update errorhandling.rst (#2074),['9685d14eaa78de991e80db41e839fe5e932ee95f'],False,['docs/errorhandling.rst']
ec9717502f36126b8a371b73a5730b2092948ca2,"Update errorhandling.rst (#2075)

Fix LogRecord class reference.",['bbe58a4944d67087b5cf59b54aa31a8834055187'],False,['docs/errorhandling.rst']
4cf4229355459ecb47b0f862302848ce92a5bbbc,"Fix rST rendering of env var (#2085)

This was broken in https://github.com/pallets/flask/commit/ad011bc32d7b9160354efafcd43e20f7042a6a13#diff-fd40cf2be7711772de9d8316da038cceR263",['281c9c3ff9f4a49960c07b23cad4554a5c349272'],False,['docs/config.rst']
7e1a13ffbd212e928e866c2e4cf5d92d85660f86,Fix import error,['4cf4229355459ecb47b0f862302848ce92a5bbbc'],False,['examples/minitwit/minitwit/__init__.py']
7fca843b5f361e79534bd18c4cd20f3f44094337,"Merge pull request #2088 from ezramorris/patch-1

Add link to AWS EB Flask tutorial","['7e1a13ffbd212e928e866c2e4cf5d92d85660f86', '4a8bf651d9177fbe745fddd1aa2ab098b0670437']",True,[]
789715adb9949f58b7b0272bed1a58d7cd0fad30,"Fix config.from_pyfile on Python 3 (#2123)

* Fix config.from_pyfile on Python 3

Fix #2118

* Support Python 2.6

* Fix tests on Python 2",['8cd0b03beeac4a41c398ea365475c651c484a9ee'],False,"['CHANGES', 'flask/config.py', 'tests/test_config.py']"
0832e77b145b226bac4ee82144221800a0f7d34a,prevent NoAppException when ImportError occurs within imported module,['789715adb9949f58b7b0272bed1a58d7cd0fad30'],False,"['flask/cli.py', 'tests/test_apps/cliapp/importerrorapp.py', 'tests/test_cli.py']"
b0820bce590e113264859279b6ca45213f2912d7,"Merge branch 'pawl-fix_import_error' into 0.12-maintenance

Fix #2133","['789715adb9949f58b7b0272bed1a58d7cd0fad30', '31e25facd3972b42d118792c847299cc8b2b25a5']",True,[]
49386ee69e92aa23edefbfff01fd425c5fbe33d1,"Inherit Werkzeug docs (#2135)

Fix #2132",['71c534d2c6b356224ccf03a9f4d3d6ae295b1e1b'],False,['docs/api.rst']
46c1383919454ae281967316d6d6fb33bce9b773,Remove unneccessary arg in client fixture,['92fa444259fe32debf922eddbd6d18e7d69fdfaa'],False,['examples/patterns/largerapp/tests/test_largerapp.py']
09973a7387d6239bae310af6c1d580f191b47c0a,"Fix fastcgi lighttpd example documentation. (#2138)

Add a trailing slash to the dummy path in the fastcgi lighttpd setup
documentation. Omitting a trailing slash leads to unintended behavior.",['49386ee69e92aa23edefbfff01fd425c5fbe33d1'],False,['docs/deploying/fastcgi.rst']
9900a72fe7992d873915af68f7d52148e738d032,"Fix Request Reference (#2151)

Points flask.Request to appropriate place in the documentation.",['6c9ff85c3f3c98ea85da5f789c092ad7926af0b5'],False,['docs/quickstart.rst']
3fc8be5a4e9c1db58dcc74d3d48bf70b6a8db932,"Disable debug when FLASK_DEBUG=False (#2155)

Convert FLASK_DEBUG envvar to lower before test if in tuple",['47e84101173d00f70a7f28547aa0ae2fcd80086e'],False,['flask/helpers.py']
fe7910ccd59242af106fcc67cfd47e6e2355787d,"Update docs that request is an object, not a class (#2154)

Cleanup sphinx formatting to show that `request` is an object, not a class. The actual class name is `Request`.

Based on discussion [here](https://github.com/pallets/flask/pull/2151#issuecomment-272699147).",['3fc8be5a4e9c1db58dcc74d3d48bf70b6a8db932'],False,['docs/api.rst']
f84fdadda9f675a3e94a042790e010be07927af4,"Update 4.4.3 HTTP Methods Example

Otherwise it produces `ValueError: View function did not return a response`.",['c9b33d0e860e347f1ed46eebadbfef4f5422b6da'],False,['docs/quickstart.rst']
9e2807da76d756ca84b55213e799a124beb6a3fe,"Merge pull request #2175 from swanhtet1992/patch-1

Update 4.4.3 HTTP Methods Example","['c9b33d0e860e347f1ed46eebadbfef4f5422b6da', 'f84fdadda9f675a3e94a042790e010be07927af4']",True,[]
bb0e755c808a8541192982ba7b86308b68ff7657,"Migrate various docs links to https (#2180)

Also fixed a few outdated links",['5efb1632371048dcb5cd622b6d597c6b69b901b5'],False,"['CONTRIBUTING.rst', 'docs/_templates/sidebarintro.html', 'docs/conf.py', 'docs/deploying/fastcgi.rst', 'docs/deploying/index.rst', 'docs/deploying/mod_wsgi.rst', 'docs/deploying/uwsgi.rst', 'docs/errorhandling.rst', 'docs/extensiondev.rst', 'docs/installation.rst', 'docs/patterns/appfactories.rst', 'docs/patterns/favicon.rst', 'docs/patterns/fileuploads.rst', 'docs/patterns/sqlalchemy.rst', 'docs/patterns/sqlite3.rst', 'docs/patterns/wtforms.rst', 'docs/quickstart.rst', 'docs/security.rst', 'docs/tutorial/introduction.rst', 'docs/upgrading.rst', 'examples/minitwit/minitwit/minitwit.py', 'setup.py']"
eaba4a73aa1013db908ea07af6028056c4fde706,Fix typo in file header (jsonimpl => json),['bb0e755c808a8541192982ba7b86308b68ff7657'],False,['flask/json.py']
dc5f48f587a93d1f921d9d7e06fa05fdea6151d9,Fix typo in docs/tutorial/templates.rst (#2186),['eaba4a73aa1013db908ea07af6028056c4fde706'],False,['docs/tutorial/templates.rst']
c43560777a3efeaeaf0eb47568171f04103dc363,"Add tips for debug config with flask cli (#2196)

* Add tips for debug config with flask cli

`app.debug` and `app.config['DEBUG']` are not compatible with the `flask` script.

* Grammar fix

* Grammar fix",['fca5577a0097e876e8f8e8d2f3961a40fa44bbeb'],False,['docs/config.rst']
d9a28434af3c946c79d062d7474ace42ef85d798,Fix typo,['c43560777a3efeaeaf0eb47568171f04103dc363'],False,['CHANGES']
f5adb61b28f240effbba5a4686647c2af6e85b94,Fix typos/grammar in docs (#2201),['06112a555a9398701d3269253355c214791e1eca'],False,"['docs/conf.py', 'docs/patterns/fileuploads.rst', 'docs/styleguide.rst', 'docs/upgrading.rst', 'flask/app.py', 'scripts/flask-07-upgrade.py']"
a7f1a21c1204828388eaed1e3903a74c904c8147,"Don't rely on X-Requested-With for pretty print json response (#2193)

* Don't rely on X-Requested-With for pretty print json response

* Fix test cases for pretty print json patch

* Fix gramma error in docs for pretty print json config

* Add changelog for JSONIFY_PRETTYPRINT_REGULAR",['f5adb61b28f240effbba5a4686647c2af6e85b94'],False,"['CHANGES', 'docs/config.rst', 'flask/app.py', 'flask/json.py', 'tests/test_basic.py', 'tests/test_helpers.py']"
7a5e8ef38e0f4f110b7739253308a3356b13b0de,Fix broken link (#2202),['a7f1a21c1204828388eaed1e3903a74c904c8147'],False,['docs/patterns/distribute.rst']
1add1f8a02976e070660d9ae0b877bc3f8a36e86,"Use print function in quickstart (#2204)

Example in URL Building section uses `print` statement
instead of `print` function, which causes syntax error
when example is run on Python 3.",['46e8427d814589145ffcdc10cce45b791bde795b'],False,['docs/quickstart.rst']
5b7fd9ad889e54d4d694d310b559c921d7df75cf,Print a stacktrace on CLI error (closes #2208),['1add1f8a02976e070660d9ae0b877bc3f8a36e86'],False,['flask/cli.py']
6efea346dd54fa9adb65fc044d72e5ec8bdf4018,"Merge pull request #2209 from svenstaro/print-stacktrace-on-cli-error

Print a stacktrace on CLI error (closes #2208)","['1add1f8a02976e070660d9ae0b877bc3f8a36e86', 'ed17bc171046a15f03c890687db8eb9652513bd9']",True,[]
889c0ed1964f48557e532f95f9003c5ee6e2b727,Issue #2212: documentation: virtualenv and python3,['6efea346dd54fa9adb65fc044d72e5ec8bdf4018'],False,['docs/installation.rst']
7a7a163ff18c4491b8c2a6cd0630a6f4e4ce2984,"shorten output when ImportError due to app bug.

Before:
```
C:\dev\tmp>py -2 -m flask run
Traceback (most recent call last):
  File ""C:\Python27\lib\runpy.py"", line 174, in _run_module_as_main
    ""__main__"", fname, loader, pkg_name)
  File ""C:\Python27\lib\runpy.py"", line 72, in _run_code
    exec code in run_globals
  File ""c:\dev\sourcetree\flask\flask\__main__.py"", line 15, in <module>
    main(as_module=True)
  File ""c:\dev\sourcetree\flask\flask\cli.py"", line 523, in main
    cli.main(args=args, prog_name=name)
  File ""c:\dev\sourcetree\flask\flask\cli.py"", line 383, in main
    return AppGroup.main(self, *args, **kwargs)
  File ""C:\Python27\lib\site-packages\click\core.py"", line 697, in main
    rv = self.invoke(ctx)
  File ""C:\Python27\lib\site-packages\click\core.py"", line 1066, in invoke
    return _process_result(sub_ctx.command.invoke(sub_ctx))
  File ""C:\Python27\lib\site-packages\click\core.py"", line 895, in invoke
    return ctx.invoke(self.callback, **ctx.params)
  File ""C:\Python27\lib\site-packages\click\core.py"", line 535, in invoke
    return callback(*args, **kwargs)
  File ""C:\Python27\lib\site-packages\click\decorators.py"", line 64, in new_func
    return ctx.invoke(f, obj, *args[1:], **kwargs)
  File ""C:\Python27\lib\site-packages\click\core.py"", line 535, in invoke
    return callback(*args, **kwargs)
  File ""c:\dev\sourcetree\flask\flask\cli.py"", line 433, in run_command
    app = DispatchingApp(info.load_app, use_eager_loading=eager_loading)
  File ""c:\dev\sourcetree\flask\flask\cli.py"", line 153, in __init__
    self._load_unlocked()
  File ""c:\dev\sourcetree\flask\flask\cli.py"", line 177, in _load_unlocked
    self._app = rv = self.loader()
  File ""c:\dev\sourcetree\flask\flask\cli.py"", line 238, in load_app
    rv = locate_app(self.app_import_path)
  File ""c:\dev\sourcetree\flask\flask\cli.py"", line 91, in locate_app
    __import__(module)
  File ""C:\dev\tmp\error.py"", line 1, in <module>
    import whatisthisidonteven
ImportError: No module named whatisthisidonteven
```

After:
```
C:\dev\tmp>py -2 -m flask run
Usage: python -m flask run [OPTIONS]

Error: There was an error trying to import the app (error):
Traceback (most recent call last):
  File ""c:\dev\sourcetree\flask\flask\cli.py"", line 91, in locate_app
    __import__(module)
  File ""C:\dev\tmp\error.py"", line 1, in <module>
    import whatisthisidonteven
ImportError: No module named whatisthisidonteven```",['6efea346dd54fa9adb65fc044d72e5ec8bdf4018'],False,['flask/cli.py']
6e5250ab5dcdbf1e6d47e8481ba80de4f44f20f9,Fix CLI test for ImportError -> NoAppException,['7a7a163ff18c4491b8c2a6cd0630a6f4e4ce2984'],False,['tests/test_cli.py']
